codigo_completo,naturaleza,grupo,subgrupo,codigo,nombre,descripcion
2.8.10.04,2,8,10,04,Del Presupuesto General de Estado a Empresas Públicas de Gobiernos Autónomos Descentralizados.,Transferencias de capital por compensación del IVA pagado por las empresas de los Gobiernos Autónomos Descentralizados.
2.8.10.05,2,8,10,05,Del Presupuesto General de Estado a Empresas Públicas Nacionales.,Transferencias de capital por compensación del IVA pagado por las empresas públicas nacionales.
2.8.10.06,2,8,10,06,Del Presupuesto General del Estado a Entidades Financieras Públicas.,Transferencias de capital por compensación del IVA pagado por las entidades financieras públicas.
2.8.10.07,2,8,10,07,Del Presupuesto General del Estado a Entidades de la Seguridad Social,Transferencias de capital por compensación del IVA pagado por las entidades de la Seguridad Social.
2.8.10.08,2,8,10,08,A Universidades y EscuelasPolitécnicas Públicas,Transferencias de capital por compensación del IVA pagado por las universidades y escuelas politécnicas públicas.
2.8.12,2,8,12,,ParticipacionesdelosIngresosdeCapitaldelaFuenteFiscaldelPresupuestoGeneraldelEstadoenlaExtraccióny,Comercialización Externa e Interna de Petróleo y Gas Natural Participación de capital en los ingresos petroleros según disposiciones legales que se determinan como fuente de financiamiento fiscal del Presupuesto General del Estado.
2.8.12.20,2,8,12,20,De Regalías de Petróleo,Ingresos por exportaciones de regalías de petróleo
2.8.12.42,2,8,12,42,De Exportaciones Directas de Petróleo,Ingresos por exportaciones directas de petróleo
2.8.12.62,2,8,12,62,Margen de Soberanía de Exportaciones Directas de Petróleo,Porcentaje que se reserva el Estado en los ingresos brutos por exportaciones directas de petróleo.
2.8.12.63,2,8,12,63,De Regalías de Petróleo por Contratos de Participación,Ingresos por regalías de petróleo por Contratos de Participación suscritos entre el Estado ecuatoriano y las Contratistas privadas.
2.8.12.64,2,8,12,64,De Ventas Directas por Contratos de Participación,Ingresos por ventas directas de petróleo por Contratos de Participación suscritos entre el Estado ecuatoriano y las Contratistas privadas.
2.8.12.88,2,8,12,88,Saldo del Ingreso Disponible de Exportaciones Directas de Petróleo,Participación del Estado del saldo disponible luego de cubrir el pago de la tarifa en los Contratos de Prestación de Servicios.
2.8.13,2,8,13,,Participaciones sobre Ajustes a Contratos de Explotación de Recursos Naturales no Renovables,Transferencias provenientes de las participaciones en ajustes a los contratos de explotación de recursos naturales no renovables en cumplimiento de lo dispuesto en el artículo 408 de la Constitución de la República.
2.8.13.01,2,8,13,01,Participaciones sobre Ajustes Soberanos a los Contratos de Explotación Minera,Transferencias provenientes de las participaciones sobre ajustes soberanos por obligaciones fiscales a contratos de explotación minera en cumplimiento de lo dispuesto en el artículo 408 de la Constitución de la República.
3,3,,,,INGRESOS DE FINANCIAMIENTO,"Constituyen fuentes adicionales de recursos obtenidos por el Estado ,a través de la captación del ahorro internooexterno para financiar prioritariamente proyectos de inversión . Están conformados por los ingresos provenientes de la colocación de títulos valores, contratación de deuda pública externa e interna y saldos de ejercicios anteriores. El devengo de los ingresos de financiamiento produce contablemente modificaciones directa senla estructura patrimonial del Estado, que se evidencian en el aumento de sus obligaciones internas y externas."
3.4,3,4,,,VARIACION DE SALDOS DE TITULOS VALORES Y OTROS,Comprende los ingresos provenientes de la variación del stock de títulos valores y otros.
3.4.01,3,4,01,,Variación de Saldos de Notas del Tesoro,Ingresos proveniente de la variación positiva del stock de Notas del Tesoro.
3.4.01.01,3,4,01,01,Variación de Saldos de Notas del Tesoro,Ingresos por la variación positiva del stock de Notas del Tesoro al cierre del ejercicio fiscal.
3.5,3,5,,,OTROS PASIVOS EXTERNOS,Comprende los ingresos por otras asignaciones de Organismos Internacionales.
3.5.01,3,5,01,,Otros Pasivos Externos,Ingresos por otras asignaciones con Organismos Internacionales.
3.5.01.01,3,5,01,01,Derechos Especiales de Giro Asignados por el Fondo Monetario Internacional,Ingresos por Derechos Especiales de Giro asignados por el Fondo Monetario Internacional.
3.6,3,6,,,FINANCIAMIENTO PÚBLICO,Comprenden los ingresos por la venta de títulos valores emitidos por entidades del sector público y la contratación de créditos en el país y en el exterior.
3.6.01,3,6,01,,Colocación de Títulos Valores,Ingresos provenientes de títulos valores emitidos y colocados por entidades del sector público en el mercado financiero nacional o internacional. 19
3.6.01.01,3,6,01,01,CertificadosdelTesoroNacional,Ingresos provenientes de la colocación de papeles fiduciarios emitidos por el Tesoro Nacional.
3.6.01.02,3,6,01,02,Bonos del Estado Colocados en el Mercado Nacional,Ingresos provenientes de la colocación de bonos en el mercado nacional.
3.6.01.03,3,6,01,03,Bonos del Estado Colocados en el Mercado Internacional,Ingresos provenientes de la colocación de bonos en el mercado internacional.
3.6.02,3,6,02,,Financiamiento Público Interno,"Ingresos obtenidos por empréstitos de entes u organismos financieros públicos o privados, residentes en el país."
3.6.02.01,3,6,02,01,Del Sector Público Financiero,Ingresos provenientes de la contratación de préstamos en el sector público financiero.
3.6.02.02,3,6,02,02,Del Sector Público no Financiero,Ingresos provenientes de la contratación de préstamos en el sector público no financiero.
3.6.02.03,3,6,02,03,Del Sector Privado Financiero,Ingresos provenientes de la contratación de préstamos en el sector privado financiero.
3.6.02.04,3,6,02,04,Del Sector Privado no Financiero,"Ingresos provenientes de la contratación de préstamos en el sector privado no financiero, incluye el crédito de proveedores."
3.6.02.05,3,6,02,05,De la Seguridad Social,Ingresos provenientes de la contratación de préstamos de entidades de seguridad social.
3.6.03,3,6,03,,Financiamiento Público Externo,Ingresos obtenidos por empréstitosde ente su organismos internacionales financiero sode personas naturales o jurídicas no residentes en el país.
3.6.03.01,3,6,03,01,De Organismos Multilaterales,Ingresos provenientes de préstamos concedidos por organismos multilaterales.
3.6.03.02,3,6,03,02,De Gobiernos y Organismos Gubernamentales,Ingresos provenientes de préstamos concedidos por gobiernos y organismos gubernamentales.
3.6.03.03,3,6,03,03,Del Sector Privado Financiero,Ingresos provenientes de préstamos concedidos por el sector privado financiero.
3.6.03.04,3,6,03,04,Del Sector Privado no Financiero,Ingresos provenientes de préstamos concedidos por el sector privado no financiero.
3.6.04,3,6,04,,Descuentos en Títulos Valores,Diferencias que se registran entre el valor nominal de los títulos valores y los ingresos efectivos obtenidos en su colocación.
3.6.04.01,3,6,04,01,Descuentos en Certificados de Tesorería,Diferencia entre el valor nominal de certificados de tesorería y el ingreso efectivo de su colocación.
3.6.04.02,3,6,04,02,Descuentos en Bonos del Estado,Diferencia entre el valor nominal de bonos del Estado y el ingreso efectivo de su colocación.
3.6.05,3,6,05,,Créditos de Proveedores Internos,Ingresos por créditos obtenidos de proveedores internos.
3.6.05.02,3,6,05,02,Del Sector Público no Financiero,Ingresos por créditos obtenidos de proveedores del sector público no financiero.
3.6.05.04,3,6,05,04,Del Sector Privado no Financiero,Ingresos por créditos obtenidos de proveedores del sector privado no financiero.
3.6.06,3,6,06,,Créditos de Proveedores Externos,Ingresos por créditos obtenidos de proveedores externos.
3.6.06.04,3,6,06,04,Del Sector Privado no Financiero,Ingresos por créditos obtenidos de proveedores externos del sectorprivado no financiero.
3.6.12,3,6,12,,Créditos Internos NO SIGADE,"Ingresos obtenidos por empréstitos de entes u organismos financieros públicos o privados, residentes en el país no SIGADE."
3.6.12.01,3,6,12,01,Créditos Internos NO SIGADE,Ingresos provenientes de la contratación de préstamos internos en el sector público financiero no SIGADE.
3.6.12.02,3,6,12,02,Créditos del Sector Público No Financiero NO SIGADE,Ingresos provenientes de la contratación de préstamos en el sector público no financiero no SIGADE.
3.6.12.03,3,6,12,03,Créditos del Sector Privado Financiero NO SIGADE,Ingresos provenientes de la contratación de préstamos en el sector privado financiero no SIGADE.
3.6.12.04,3,6,12,04,Créditos del Sector Privado No Financiero NO SIGADE,"Ingresos provenientes de la contratación de préstamos en el sector privado no financiero , incluye el crédito de proveedores no SIGADE."
3.6.12.05,3,6,12,05,Créditos de la Seguridad Social NO SIGADE,Ingresos provenientes de la contratación de préstamos de entidades de seguridad social no SIGADE.
3.6.13,3,6,13,,Créditos Externos NO SIGADE,Ingresos obtenidos por empréstitosde ente su organismos internacionales financiero sode personas naturales o jurídicas no residentes en el país no SIGADE.
3.6.13.01,3,6,13,01,Créditos de Organismos Multilaterales NO SIGADE,Ingresos provenientes de préstamos concedidos por organismos multilaterales no SIGADE.
3.6.13.02,3,6,13,02,Créditos de Gobiernos y Organismos Gubernamentales NO SIGADE,Ingresos provenientes de préstamos concedidos por gobiernos y organismos gubernamentales no SIGADE.
3.6.13.03,3,6,13,03,Créditos del Sector Privado Financiero NO SIGADE,Ingresos provenientes de préstamos concedidos por el sector privado financiero no SIGADE.
3.6.13.04,3,6,13,04,CréditosdelSectorPrivadoNoFinancieroNOSIGADE,Ingresos provenientes de préstamos concedidos por el sector privado no financiero no SIGADE. 20
3.6.15,3,6,15,,CréditosdeProveedoresInternosNOSIGADE,Ingresos por créditos obtenidos de proveedores internos no SIGADE.
3.6.15.02,3,6,15,02,CréditosdelSectorPúblicoFinancieroNOSIGADE,Ingresos por créditos obtenidos de proveedores del sector público no financiero no SIGADE.
3.6.15.04,3,6,15,04,Créditos del Sector Privado No Financiero NO SIGADE,Ingresos por créditos obtenidos de proveedores del sector privado no financiero no SIGADE.
3.6.16,3,6,16,,Créditos de Proveedores Externos NO SIGADE,Ingresos por créditos obtenidos de proveedores externos no SIGADE.
3.6.16.04,3,6,16,04,Créditos del Sector Privado No Financiero NO SIGADE,Ingresos por créditos obtenidos de proveedores externos del sectorprivado no financiero no SIGADE.
3.7,3,7,,,SALDOS DISPONIBLES,Comprende el financiamiento por saldos sobrantes de caja y bancos que poseen las instituciones públicas.
3.7.01,3,7,01,,Saldos en Caja y Bancos,Ingresos por el valor sobrante disponible en cajas generales y bancos al finalizar el ejercicio fiscal.
3.7.01.01,3,7,01,01,De Fondos del Presupuesto Generaldel Estado,Saldos en cuentas corrientes provenientes de ingresos que financian el Presupuesto General del Estado.
3.7.01.02,3,7,01,02,De Fondos de Autogestión,Saldos en cuentas corrientes originados en ingresos obtenidos en las actividades instituciona les
3.7.01.03,3,7,01,03,De Fondos Preasignados,Saldos en cuentas corrientes originados en las participaciones sobre ingresos preasignados.
3.7.01.04,3,7,01,04,De Préstamos,Saldos en cuentas corrientes de desembolsos de créditos.
3.7.01.05,3,7,01,05,De Donaciones,Saldos en cuentas corrientes de donaciones o desembolsos de asistencias técnicas no reembolsables.
3.7.01.99,3,7,01,99,Otros Saldos,Otros saldos disponibles no clasificados en los ítems anteriores.
3.8,3,8,,,CUENTAS PENDIENTES POR COBRAR,Ingresos por derechos generados y no cobrados en el ejercicio fiscal anterior.
3.8.01,3,8,01,,Cuentas Pendientes por Cobrar,Ingresos pendientes de cobro a terceros y por anticipos de fondos.
3.8.01.01,3,8,01,01,De Cuentas por Cobrar,Ingresos pendientes de cobro a terceros.
3.8.01.02,3,8,01,02,DeAnticiposdeFondosporDevengardeEjerciciosAnterioresdeEntidadesqueconformanelPresupuestoGeneral,del Estado Ingresos pendi entes de cobro por anticiposde fondos correspondi entes a entidades que con forma nel Presupuesto General del Estado.
3.8.01.03,3,8,01,03,De Anticipos por Devengar de Ejercicios Anteriores - Construcción de Obras,Para registrar la amortización o recuperación de anticipos contractuales otorgados en ejercicios anteriores para la construcción de obras que no se han devengado durante el ejercicio fiscal en el que fueron concedidos.
3.8.01.04,3,8,01,04,De Cartas deCrédito por Devengar de Ejercicios Anteriores,Pararegistrar los pagos mediante cartas de crédito no devengados durante el ejercicio fiscal en el que fueron instrumentadas.
3.8.01.05,3,8,01,05,Anticipos por Devengar de Ejercicios Anteriores - Compra de Bienes y/o Servicios,"Para registrarla amortización o recuperación deanticipos contra ctualesotorgadosen ejercicio s anteriores para la compra de bienes y/o servicios, que no se han devengado durante el ejercicio fiscal en el que fueron concedidos."
3.8.01.06,3,8,01,06,DeCartasdeCréditoporDevengardeEjerciciosAnterioresdeGobiernosAutónomosDescentralizadosyEmpresas,"Públicas. Para registrar los pagos mediante cartas de crédito, en Empresas Públicas yGobiernos Autónomos Descentralizados, no devengados durante el ejercicio fiscal en el que fueron instrumentadas."
3.8.01.07,3,8,01,07,DeanticiposporDevengardeEjerciciosAnterioresdeGobiernosAutónomosDescentralizadosyEmpresasPúblicas-,"Compra de Bienes y/o Servicios. Para registrarla amortización o recuperación deanticipos contra ctualesotorgadosen ejercicio s anteriores para la compra de bienes y/o servicios enEmpresa Públicas y Gobiernos Autónomos Descentralizados ,quenosehandevengado durante el ejercicio fiscal en el que fueron concedidos."
